line_text,speaker
I really wish I could help. I'm not really sure how I can...,Jim
"For God's sake, did Robert tell you that he didn't want me working here?",Susan
"That's the thing. See, I didn't want to get in the middle of this. Still don't. But here's something: I feel that maybe, if we take a step back, this is a simple case of anxiety to work with a spouse.",Jim
[laughs] I think we've got ourselves an answer.,Andy
No.,Robert
That makes complete sense. Thank you all for a wonderful day.,Andy
Perfect!,Jim
Jim...,Susan
Yes?,Jim
"Answer the question, please.",Susan
"[sighs] I don't know what you want me to tell you. To be really honest, my wife works here. And I love it. She literally makes me work harder. She makes me smarter. She makes me remember why I'm here. And between us, she's on maternity leave right now, and I would love to leave this room and see her face. I would love it. I don't know how this helps, but it's just what I'm thinking.",Jim
All right. Thanks.,Robert
Yes. All right. Great. [leaves],Jim
Uh...,Andy
Yeah.,Robert
Yep.,Andy
"[Robert holds the door, she walks through] Thank you. [leaves]",Susan
[claps Andy's shoulder] Heh.,Robert
Andy.,Susan
"Hey, Mrs. California.",Andy
"Hey. Uh, I'm sorry about the position you were put in today.",Susan
"You know, honestly, we all wanted you to work there. Except for him. Especially me.",Andy
"Yeah, I thought we really hit it off.",Susan
Yeah.,Andy
"Well, different circumstances.",Susan
Yeah.,Andy
Who knows?,Susan
Who knows?,Andy
Maybe after all this settles down...,Susan
Totally.,Andy
It's a date.,Susan
Hmm?,Andy
"You're nothing! You're so weak, you call yourself a man? Huh?",Dwight
This doesn't help me. I don't respond to that kind of strategy.,Darryl
"Okay, fine. Finish your set on your own and never come back to my gym again!",Dwight
"Dwight, come back and spot me.",Darryl
"All right, I'll help you. But first, you gotta tell me what your goal is. What do you want?",Dwight
To push this bar up.,Darryl
"No! Because if that was the case, the bar would be up by now. What is your goal?",Dwight
Help me!,Darryl
What do you want!?!,Dwight
To look good for Val!,Darryl
Val Kilmer? I don't buy it. That doesn't make any sense. Wow... I figured out your goal. I am going to make you the buffest dude Val Kilmer has ever seen.,Dwight
"They say that if you can strengthen your core, it improves your sexual performance. So, you will find me on the Ab-Blaster. And then you will find me blasting...uh, a very nice young woman.",Gabe
Gotta get in shape. I'm doing Ironman next month. And I want him to be attracted to me.,Meredith
"Hey, what are you listening to?",Dwight
"Steve Martin. [laughs, then falls] uh, I'm fine. [grunts]",Gabe
"Um, where's the shower?",Erin
There is no shower.,Dwight
There isn't?,Kathy
"What does this look like, a shower store? Get lost.",Dwight
You have got to be kidding me! No shower?!,Oscar
"Exercise lengthens life. Improves mood, boosts sex drive, and I've already covered the BM of it all. It's miraculous the effect that I will have on their lives.",Dwight
"So, Roberto Californio doesn't want to work with his wife. I get it. And, he wants to give his wife a job. Totally get it. What I am struggling with is the part of this that's impossible.",Andy
I love my wife.,Robert
This whole thing is making me very uncomfortable. I'm not getting between the boss and his wife so just ask me about something else. You know Stanley's tie is really the story of the day...,Jim
It's my birthday.,Stanley
"Ok, so that's a disaster. Luckily have a two-part plan. One, run. Two, hide. It's pretty smart, right? [walks into Vance Refrigeration office] Hi, how you doing? I'm Jim Halpert from across the hall. We are redoing our supply closet and I was wondering if I could take a look at yours for some ideas.",Jim
Let me just check with Bob.,Bob's Secretary
"You absolutely should. He said it was ok, so till you get him, I'll just be in, you know. [closes door behind him to supply closet]",Jim
[on phone] Bob? Jim just went into the closet.,Bob's Secretary
Ugh! He's always one step ahead of us! How does he do that?,Andy
This is insulting!,Mrs. California
This whole accusation is insulting. Come on.,Robert
"[Singing as if he were the dolls in his office] Christmas tiiiime is heeeere! [Normal voice] Wow. Thanks guys, that sounded amazing. Hi, I'm Andy Bernard and I am the first office Santa ever to make holiday wishes come true.",Andy
Who's excited to get their holiday wishes?,Andy
Holiday wishes.,Stanley
"What's that, Stanley?",Andy
We know exactly what holiday you're referring to.,Stanley
It is important to be mindful of all belief systems at our holiday party.,Andy
"I've been here eighteen years and have suffered through some weird thematic Christmases. A Honolulu Christmas, A Pulp Fiction Christmas, A Muslim Christmas, Moroccan Christmas. Mo-rocca Christmas. I don't want it. Christmas is Christmas is Christmas is Christmas.",Stanley
I got Stanley tickets to see Lewis Black for his birthday. ...Might not have been the best idea.,Jim
"I don't want no Kwanza wreath, I don't need a dreidel in my face, that's it's own thing. And who's that black Santa for?! I don't care! I know Santa ain't black! I could care less. I want Christmas! Just give me plain baby Jesus, lying in a manger, Christmas!",Stanley
What is the status on my wish?,Meredith
"Fulfilled! Brought my bicycle, so I can be your designated driver later. In the event that you drink to much, which is by no means required.",Andy
What about my wish that we don't have to attend meetings that degrade our sense of adulthood?,Dwight
"That, I cannot do, but I did get you an acre of property on the moon.",Andy
Where? Dark side or light side?,Dwight
Light side.,Andy
Is it by the Sea of Tranquility?,Dwight
"As a matter of fact, yes. Directly adjacent....beachfront.",Andy
"Thank you, Andy.",Dwight
"So, who's wish is next? Oh, what about Santa's wish? My biggest wish is that you all get along well with Jessica....C'mon guys, Jessica?...Jim, tell 'em who Jessica is.",Andy
"She's not your grandmother, is she?",Jim
"Ugh! Gam-gam's name is Ruth, Jim, you should know. I introduced you on speakerphone that time?",Andy
Yeah.,Jim
"Jessica is my super serious girlfriend, who is seriously awesome and seriously sexy. Only thing that's not serious, by the way? Our repartee.",Andy
"That's great. When you know you know. Hey, what's Ruth's deal, man?",Creed
"Totally out of your league. So in summation, ho ho ho, please be nice to Jessica and mistletoe is not an excuse for sexual assault, and don't go near Gam-gam.",Andy
"I love Jessica, and I haven't even met her yet. It's like we don't even need to meet, you know? I already love you. Stay home.",Erin
I just want you to know that I will be mean to Jessica if you want me to be.,Kelly
"Oh no, no. It's fine, Kelly.",Erin
It's really no problem. I was already planning on being mean to her.,Kelly
"That's OK, I don't want you to do that.",Erin
"[laughing] Hello, ah. Merry Christmas, Erin. Kelly, Happy Pancha Ganapati.",Robert
"Eww, what is that?",Kelly
"The five day Hindu celebration in December honoring the god Ganesh, Patron of the Arts.",Robert
Cool.,Kelly
"Hey, man.",Kevin
Hey! [Kevin embraces Robert in a tight hug] Oh!,Robert
How ya holdin' up...because of your wife leaving you?,Kevin
Kevin?,Oscar
I actually appreciate the human intimacy. Feel like a kitten being cradled by a gorilla.,Robert
Yeah.,Kevin
It's been ten days since I had sexual intercourse.,Robert
"Well you came to the right place....Ah, this, this party'll cheer you right up.",Andy
"I hope so. The corporate party was wretched. I am so tired of the Black Eyed Peas. It's rock-n-roll for people who don't like rock-n-roll. It's rap for people who don't like rap. It's pop for people who don't like pop.....ah, heartbreaking. [gestures to Andy in Santa costume]",Robert
"Oh, thank you.",Andy
"Well, I hate to have to take my Santa hat off, and put on my hard ass hat. [puts on baseball cap that has a foam rear-end on it with the words ???HARD ASS???] But, this is serious. It's come to my attention that somebody who shall remain nameless, wants to switch desk clumps.",Andy
Fine with me. Jim can leave anytime he wants. Goodbye.,Dwight
It wasn't me.,Jim
It wasn't either of you.,Andy
Kathy wants to leave our clump?,Jim
Sh sh sh sh! Don't look. Who it was is not important...but she did say that your constant pranking and one-upsmanship is driving her crazy. She or he.,Andy
"I just wanna say, this is not my fault. OK? The weak always bully the strong. Contrary to what you see in the media. I am always acting in self-defense. Occasionally preemptive self-defense. [punches Jim in the arm]",Dwight
"Ow, What are you doing? [Jim fights back]",Jim
Hey! Hey! Respect the hat!,Andy
Pam never seemed to have a problem with us.,Jim
Alright. I'm gonna speak in a language you both understand....Mo-nay.,Andy
What was that?,Jim
What is it?,Dwight
"Money....You both have sizable Christmas bonuses coming your way. If I catch either of you messing with the other, I will give both bonuses to the other person.",Andy
Can't do that.,Jim
"No, absolutely not.",Dwight
You need consequences. OK? I want you both walking on eggshells.,Andy
Hi. I'm Jessica. I'm looking for Andy?,Jessica
"Jessica. Yes. We don't say hi, we hug. [gets up and hugs Jessica] I'm Erin.",Erin
Oh! [laughs] Oof!,Jessica
"Sorry, hi, I hope you feel really welcome, we all want you here.",Erin
Oh.,Jessica
"My ex is meeting my sex....which is always scary, you know? And not just because you think they might talk about your penis...that's just part of it.",Andy
"Hey! Jess, Erin, I hope you're not talking about my penis. [laughs and kisses Jessica on the cheek] Hi.",Andy
Hi.,Jessica
"Hey everyone! I want you to meet Jessica, she is an assistant cross country coach at Bryn Mawr.",Andy
Wow.,Erin
"Erin, by the way, amazing receptionist.",Andy
"Oh, that's great. Backbone of the office.",Jessica
"Which is funny, actually, because my spine is a mess.",Erin
What?,Andy
Oh.,Jessica
"Scoliosis. Had to wear a back brace for three years but I never did. [Jessica laughs, Erin exaggerates back curve]",Erin
Oh no.,Andy
Ah..[laughs],Jessica
"Ut oh, it's kicking in. Spontaneous scoliosis.",Andy
Spontaneous scoliosis. [both laugh],Jessica
Oh.,Erin
"This thing could take your arm off, your head off, you know, just exercise caution.",Darryl
Thank you.,Val
Alright.,Darryl
Alright.,Val
"Oh yeah, and um there's a Christmas party upstairs tonight, wanted to tell you about.",Darryl
Isn't that just for popsicles?,Val
Popsicles?,Darryl
"Yeah, upstairs people? Cause you got a stick up your butt?",Val
"Ah! See, I, I, I thought it was because they're so rich they could all eat popsicles all the time. [laughs] I, in my, I...",Nate
"Well you should definitely come. The foreman always comes. Plus it's fun, you know cookies, smoked fish, alcohol, people acting stupid.",Darryl
You had me at ???clookies.??? I can't wait to find out what they are.,Nate
What should I wear?,Val
"Oh, it's nice, it's real nice. People get dressed up.",Darryl
"I will look so handsome for you, Darryl.",Nate
Ah...[sees Dwight's wallet and open email] I'm gonna s- [see's Dwight watching from break room],Jim
"Dwight really wants my bonus. He's trying to entrap me. Oh god, now I can't drink at this thing....I get really pranky when I drink.",Jim
"Erin, what can I get for you?",Robert
"Uh, do you have cola? Kirkland if you have it.",Erin
"Now why would you come to a bar and ask for a cola when you can get some from the kitchen? Did some small part of you want something a little stronger? Ryan, Kevin, Phyllis, Oscar, come and take these shots!",Robert
Yes!,Ryan
Yes!,Oscar
Will do.,Ryan
"The fifth one is for you, Erin. You could take it or leave it. To take it would be to accept that you're at a party and you're an adult woman, with an adventurous spirit. To leave it would be fine too.",Robert
"One, two three! [group takes shots]",Phyllis
Yes.,Kevin
"OK. [takes shot, group laughs]",Erin
Mmm. Wow.,Robert
Whoo! Jiminy Christmas!,Erin
Jiminey Christmas indeed.,Robert
Hit 'er up.,Erin
Oh.,Robert
Oh yes.,Kevin
Whoo!,Ryan
Yeah! [laughs],Erin
Wow.,Oscar
"[on phone] Uh, yeah. I just got my replacement credit card...you want the number? Oh it's uh four seven nine three, zero zero three two, three three one three. The security code is nine two seven. OK great. Thank you very much. Bye.",Jim
"So Dwight did take the bait. He used my credit card numbers to send a two hundred dollar bouquet of flowers, to my wife...from me.",Jim
[laughing] Boom!,Dwight
"But look, it's Christmas, so you're allowed...[Val walks in dressed very formally] whoa, hello. Um, you're allowed to do...",Ryan
Good cookie.,Kevin
I meant dressed up compared to normal. You usually dress like a ghost-buster.,Darryl
OK.,Val
I thought you'd wear a sweater.,Darryl
Since when does a sweater mean ???dressed up???? Am I your grandson?,Val
"Come on, stay, alright? It's good for people to get to know you.",Darryl
"As a contestant on Dancing with the Stars, maybe.",Val
"[imitating Stanley] I want.. my sugar free cookie, and then I want a sugar cookie. [group laughs] and then I want my nap!",Erin
That's right. [laughs],Stanley
Whoo! [group laughs] Thank you.,Erin
"She, she is remarkable.",Robert
Edgy impressions.,Andy
Thank you.,Erin
How many drinks have you had tonight? I can't be driving everybody home.,Andy
A thousand.,Erin
Whoa! Maybe you should take a break.,Andy
[serious] Maybe you should mind your own business. [normal voice] Just kidding!,Erin
Ah! I've been attacked! Oh my god! Oh! Someone put a porcupine in my drawer!,Dwight
Oh my god.,Toby
"Yeah, I was just sitting here at my desk and I, I reached into my drawer to grab my toothbrush and some tooth powder and, and all of a sudden I was attacked by this blood thirsty rabid creature!",Dwight
"I wonder, in this office, who has access to a porcupine?",Jim
Or who in this office knows that I have access and is trying to set me up?,Dwight
Hmm...,Jim
You know this sounds a lot like the premise of my latest Chad Flendermen novel. A murder for framing.,Toby
"Chad Flendermen. Just an easy going black guy, he knows the streets, yet he also went to Oxford. So. Just as comfortable on a motorcycle as he is on Air Force One. Oh and he's also the world's leading Egyptologist.",Toby
Toby! Nobody cares about your sex-crazed black detective.,Angela
"No, no, no, no, no. Women chase him. He misses his wife.",Toby
Hello? Lacerated hand here folks.,Dwight
"Nice try, this is ridiculous.",Jim
Oh is it really? Two separate times you have set me up to believe I was being recruited by the CIA.,Dwight
Three times.,Jim
You see?,Dwight
"Jim, this has your fingerprints all over it.",Andy
"Andy, you've gotta be kidding me.",Jim
Fingerprints can be planted. You know with a severed hand...,Toby
Do you think that's what happened? Do you think he used a severed hand?,Kelly
"OK, you know what? Why don't we just call animal control...",Jim
Might wanna run that by Angela cause it's so cute.,Dwight
No. Porcupines don't have souls. They're like dogs.,Angela
"[on phone] Yes, I'm calling from Dunder Mifflin. We have a very rabid porcupine in our office, someone should come pick it up.",Jim
Come down right away!,Dwight
"[on phone]Uh, I don't know, let me ask. [to Dwight] Uh, were you quilled?",Jim
"Yes, I was quilled.",Dwight
And what's it's name?,Jim
Henrietta.,Dwight
Oops. [hangs up],Jim
"What? ...Alright, get her out of here, Dwight.",Andy
"Hey, guys. I just wanted to say. Come here! I'm so happy you guys are together. OK? [Andy and Jessica laugh] And you both have such beautiful hair.",Erin
[laughs] Thank you.,Jessica
"I hope you guys get married....and who knows? Maybe at the wedding, I meet someone.",Erin
OK!,Andy
"And later on tonight, I hope I see you guys kiss. [blows kisses and pushes Andy and Jessica's faces together.] Ah! [laughs] OK, well I'm gonna go do another reverse spit. That's how the cool kids say ???get a drink???. [blows kisses and dances away]",Erin
"That's uh, that's the girl you dated.",Jessica
"Um, yeah, she's not always like that. It's um...",Andy
"No, she, she seems fine.",Jessica
"Yeah, uh, excuse me.",Andy
OK.,Jessica
Yep. [leaves Jessica to talk to Erin] Hey!,Andy
Hey.,Erin
Have you had anything to eat besides candy canes?,Andy
Every martini has an olive.,Erin
OK...maybe I should make you some oatmeal or something.,Andy
"I don't wanna put you out, but if someone's making oatmeal, I'll take a apple cinnamon and a maple brown sugar in one bowl with whole milk.",Kevin
"Hey, I never told you my Christmas wish.",Erin
"Ah, OK.",Andy
It's about you.,Erin
"That's not what it should be, it should just be like a trinket or something.",Andy
[slurring slightly] It's that I wish Jessica was dead.,Erin
"You you, wait. You mean you wish she wasn't here or something.",Andy
I wish she was in a graveyard! Under the ground...with worms coming out of her mouth.,Erin
"Hey, you know, you can't say that, OK? That's my girlfriend that you're talking about. You and I are not together anymore. You need to get over it! Take your wish back.",Andy
"Too late! It's already been wished! And you promised it would come true. You wrote it in an email! So, which one are you? A murderer or a liar? [Andy leaves]",Erin
Hey.,Kevin
Hey.,Erin
"So, there was talk of oatmeal.",Kevin
"You know, don't listen to what anyone is saying. You look like a, a princess.",Phyllis
Yeah. Thanks.,Val
I swear...,Andy
Did you not...,Jessica
I was too embarrassed! [group laughs],Andy
"Hey guys, sorry to interrupt, I uh, just found this on my desk. [shows picture of Cici with devil doodles] Need to talk to somebody about it. Can you believe that?",Jim
Is that Cici?,Phyllis
Yes. It is.,Jim
Um.,Andy
That's awful.,Phyllis
Cici is Jim's daughter.,Andy
Oh my god. How could somebody do that?,Jessica
"I know, I mean the way I see it is you can deface any picture of me, any one, pick one. Not my kid though.",Jim
Who did this? Who did this? Do you know who did this?,Oscar
I don't-,Jim
I know who did this....Dwight.,Andy
Dwight?,Phyllis
Yeah.,Jim
Dwight.,Andy
No!,Oscar
He should pay.,Phyllis
Yeah. He is gonna pay. This is fire-able.,Andy
O...K.,Jim
"It's, I mean.",Andy
"Let me just see that one more time. Yep, you know what? I know who my friends are, now. But I shouldn't have got you involved because the truth is, I don't even really care about this picture, it???s a little out of focus. It was probably an accident, right? Like...",Jim
That's no accident.,Oscar
Right. You're right. So maybe it was me who did it...by accident.,Jim
What?,Phyllis
What?,Oscar
"I'll figure it out, get to the bottom of it....Merry merry.",Jim
"Enough of this garbage. [harshly places boom box on table and hits play] This is Christmas. [Christmas Eve by Trans-Siberian Orchestra plays. Dwight plays air violin/guitar and sings along] Hi-yah!!!!! [gabe, Creed and Nate join in as shots show various gift giving] Yeah!!!! Christmas!!!!",Dwight
"You alright, Santa?",Jim
"You know those movies where two friends are sleeping together and it's like, hey, can they stay friends?",Andy
Yes.,Jim
Do you think two friends who are not sleeping together can stay friends?,Andy
"Two friends who are not sleeping together, can they remain friends? Yes, yeah.",Jim
"No...I don't, hmm, I don't know.",Andy
OK.,Jim
"By the way, I'm not gonna mess with you and Dwight's bonuses. I think it's causing more problems. So just be yourselves, have fun, and try not to let it affect your work.",Andy
Alright. I will definitely do that.,Jim
"Alright, I'll tell Dwight.",Andy
"You know what? You're sitting, and thinking, and it's probably better if it comes from me anyway.",Jim
Christmas miracles do happen.,Andy
Yes. They totally do.,Jim
"You can't click on these Kardashian links, that's why you have so many viruses.",Ryan
"Well help me, OK? Just, uh take...",Kelly
I'm trying but you need to-,Ryan
Hey.,Erin
Yo.,Kelly
Game on.,Erin
On it.,Kelly
"[group laughing] I don't know what I was thinking, it was awful...",Jessica
"Jessica, did you just fart? [group stops laughing]",Kelly
"And that, is how it's done.",Kelly
I would like another alcohol.,Erin
"Let's you and I take a walk. Oscar, you're in charge of the bar.",Robert
"What? I haven't bar tended in forever. Oh, never considered myself a mixologist, oh this is daunting. Um, I need a mortar, pestle, muddler..does anyone have any chocolate shavings?",Oscar
Your heart is broken. So is mine.,Robert
And...,Erin
And what?,Robert
And you have any advice or anything?,Erin
No [laughs] my god.,Robert
...Help me feel better...,Erin
"I've been married thrice and each has ended in an acrimonious divorce, I'm not sure I'm the best person to give love advice....I was hoping you were gonna make me feel better.",Robert
"When you do your makeup,",Nate
Uh huh.,Jessica
"How long you, does it take usually? Cause...",Nate
"Um, it ta-, um it depends.",Jessica
???..Chad Flendermen's kryptonite. [Darryl walks up to Toby and Val in a tuxedo],Toby
Whoa. We got a real Clarence Thomas here.,Creed
Hi.,Darryl
I'll see you at home?,Jessica
OK great.,Andy
OK,Jessica
Perfect.,Andy
Bye [kiss]...I still don't get why you can't just call her a cab and pay for it.,Jessica
"I would, it just, that wasn't the holiday wish.",Andy
Oh,Jessica
Either he drives or I drive. Now I'm drunk and mad.,Meredith
OK [laughs] Bye.,Jessica
"OK, bye. [helps Meredith off the floor] Alright Meredith,",Andy
Thank you Santa.,Meredith
You bet.,Andy
"Thank god Erin's getting a ride home with Robert because she is trashed. [laughs] and who better to drive her home than Robert, I mean, what a stand up guy, you know? I mean he's going through a lot, separating from his wife, showing up to the Christmas party in a track suit and a blazer,",Andy
"Let's go, let's go.",Andy
"I know, I'm coming, I'm coming, I'm coming, I'm coming, I'm coming.",Meredith
Hang on.,Andy
"Alright. [Andy opens back of her van, things fall out]",Meredith
What?,Andy
Whoa! My stuff!,Meredith
What is all that?,Andy
It's my valuables!,Meredith
It's junk!,Andy
"This is my treasures, no they're my treasures!",Meredith
You're a hoarder. My god!,Andy
"No I'm not, I'm gonna sell it on Ebay! No no no, you be careful. Be careful.",Meredith
Ah! My Santa suit's stuck.,Andy
"[laughs while spray painting ???Jim is Awesome??? on his own car, talks to porcupine in carrier] What are we gonna do with all that bonus money, Henrietta? Huh?",Dwight
Where are we? This ain't my street.,Meredith
"Sh, sh, sh, sh, shh.",Andy
"Ah, this is the posh part of town, huh?",Meredith
Oh my god.,Andy
Wonder what a studio condo would cost in this neighborhood?,Meredith
"Meredith, shut your drunk hole right now.",Andy
"Erin, it was great fun tonight. Take a few aspirin and a whole lot of water, sleep in in the morning.",Robert
"Thank you, goodnight.",Erin
What are you smiling for? You thinkin' what I'm thinkin'?,Meredith
I'm sure I am not. Let's get you home.,Andy
Ow! Take it easy.,Meredith
Whoo.,Andy
"[yawns, ???Idiot??? is written on his forehead] Ah, man. Ah, fell asleep, took a nap. Hey guys, ah I feel refreshed now. How's it goin?",Dwight
Dwight.,Oscar
"Took a little nap right next to Jim's desk. I feel so good right now. Mmm, cookies. What's everyone staring at?",Dwight
"Oh man, I was supposed to tell Dwight something......C'mon, Jim. [shakes head] I got nothin'.",Jim
Where can I get a drink? Oh...,Robert
"Oh, uh. Well, we thought we wouldn't put the alcohol out till 11AM. It's just...common...decency.",Andy
Par for the course. Par for the...freaking course. I'll be in the party room having a cookie until 11. Haha! Yule-log.,Robert
"Not destroyed. No..... Not destructive. Quite...off-kilter, sure. But... that's too vague. [long pause] Erratic. Darkly erratic. [laughs awkwardly] That's my mood.",Robert
Cake?...You seem a little down.,Meredith
I am. [laughs] I'm a mess.,Robert
How about I fix you some warm milk with some bourbon?,Meredith
"Oh, that sounds nice.",Robert
Maybe watch a movie...under a blanket...,Meredith
"Lovely. Wait, where is this taking place?",Robert
The Murphy bed of my basement.,Meredith
What...is happening to me? [pause] The lines in your haggard face are paths that lead nowhere. Your hair is the fire of hell. [hugs Meredith] I sincerely hope you find a sexual partner tonight.,Robert
"It's come to my attention that someone, who shall remain nameless, wants to switch desk clumps.",Andy
Cathy wants to leave our clump?,Jim
Don't look. Who it was is not important...but she did say that your constant pranking and one-upsmanship is driving her crazy. She or he.,Andy
Hey. Enjoy your new clump.,Dwight
Thanks.,Kathy
"It's so much closer to the bathroom, right?",Dwight
Yeah.,Kathy
Uh huh.,Dwight
Sorry it didn't work out. Hope you find what you're looking for.,Jim
"No, I just have more room.",Kathy
That's ok.,Jim
You'll be fine over there.,Dwight
"[talking loudly] Sorry guys, Jim! This package came for you, do you want me to put it on your desk?",Erin
"That'd be great, thank you. [Erin throws package, it hits Kathy. She thinks it was Jim who threw it]",Jim
"So, I got this bucket from Jim's garage and I filled it with everything disgusting. Except excrement. I can't wait to see the look on his face when that falls on my face. [laughs, then camera shows bucket being dumped on Kathy] Dammit Kathy!",Dwight
"For the past month, I have been collecting wishes from everyone in the office, and I intend to make good on every single one of them.",Andy
"Oh, I see.",Andy
"Now look, I may not have a great laugh like Santa, or a flying sled. But tell you what I do have. A Prius, a heart of freaking gold....",Andy
This.,Kevin
"Alright, you got it.",Andy
...and an American Express green card.,Andy
"Ryan, for your holiday wish, you wanted ten sick days.",Andy
I'd be satisfied with eight.,Ryan
Well I'll do you one better.,Andy
Nine?,Ryan
I got you health insurance.,Andy
"Oh, neat.",Ryan
"Yeah! Right? But with great perks come great responsibility, so I'm gonna be expecting a lot more from you...no more zoning out in your office.",Andy
"Oh, great.",Ryan
Yes!,Andy
Oh yeah!,Kevin
Aw!,All
Knew it! I knew it! Soon as I heard that wrapper.,Dwight
You really have to say 'oh yeah' every time you eat a candy bar?,Oscar
"I can't help it, Oscar. It's just really good. [takes another bite] Oh yeah!",Kevin
"All right, not bad at all. I think we can beat 20 minutes though so let's try again. Get it all out now if you have to.",Jim
It was a raccoon! Eating a hamburger like a person!,Andy
You need to stop banging your pen on your desk or it's going to drive me insane.,Dwight
"Okay, done.",Jim
[shows bloody hand] Does anyone have a first aid kit?,Erin
Check out this song I wrote: I'ma love you downstairs tonight... [overlapping chatter],Darryl
"All right, here we go! Everybody get read in three, two, good luck, one-",Jim
"[writing on board] Love letters, yes! I love it. What else can be done with paper?",Andy
You can write a book about chairs.,Jim
"Books! Excellent, Jim.",Andy
"Andy, please! Please, just stop. You can do infinite things with paper-",Oscar
"[gasps] Shh! Did you hear that? Infinity! There is an infinity of things that you can do with paper! Now, who wants to buy some paper? [scattered applause]",Andy
Very nice. Very nice sales pitch for our clients that don't know what paper is.,Jim
"I'm talking about you guys! Who in this room, right now, wants to buy some paper? Let's get high on our own supply!",Andy
"Andy, you want us to buy our own paper?",Angela
Yes!,Andy
"Robert said that we needed to double our sales growth to eight percent by the end of the quarter. That's today. And we're eight hundred and thirty dollars short. And I can't afford to keep buying paper from us. So today, we need to sell eight hundred and thirty dollars of paper and the next quarter I need to sell the twenty-two hundred dollars of paper that's in my garage.",Andy
"Animals, machines, vast virtual armies. All of these things I have successfully managed. The only thing I haven't managed is people. I saw an ad on the Sabre website for an open manager position in their printers division. I spoke to Robert California about it and he said for me to come by and see him sometime. So, like a Spanish conquistador, I have come to Florida to claim what is rightfully mine.",Dwight
Dwight Schrute for Robert California!,Dwight
"Oh, hello Mr. Schrute. I'll tell him you're here. Can I get you anything at all?",Receptionist
I'm not here to be given anything. I'm here to take what is mine.,Dwight
"Ooh. I'm glad you're on our team. Here, please have a seat.",Receptionist
Dwight? What are you doing here?,Gabe
Gabe? You don't know?,Dwight
Course I know.,Gabe
"Hmm. Impressive office you have here. Surrounded by shrubbery, like a squirrel's office.",Dwight
"Corporate says to me, ???Gabe, we need you in Scranton.??? Scranton says, ???Gabe, go back down to Florida. You're needed there.??? So, Tuesdays and Thursdays, I'm up there. Mondays, Wednesdays and Fridays, I'm down here. I can think of no better way to confront my deathly fear of flying.",Gabe
Dwight.,Robert
Robert.,Dwight
You made it.,Robert
Yes.,Dwight
"Impressive initiative. I don't know what's worse, the trip or the destination. [Gabe laughs] Well, uh, let me settle in and I'll be with you shortly.",Robert
Very good.,Dwight
"Hey C-span. So my dad says an accountant can really help you out, if they're willing to 'play ball.' Those were his words.",Andy
"Gosh, Andy, you had a great quarter. Okay? Robert will understand. Eight hundred dollars is a rounding error!",Oscar
So make that error!,Andy
"Andy, no-",Oscar
Hey! I can make that error.,Kevin
[clicks tongue] Aw...,Oscar
"Well, it's just, I know that making errors sounds like your kind of thing, but it's a little more complicated than that.",Andy
"No, I-",Kevin
"It's just, I really need a real accountant on this. [to Oscar] What do you say?",Andy
I'm leaving early today because tonight I have a trivia contest in Philadelphia.,Oscar
Oh.,Andy
"Any other crunch time, I would love to stay in, cook the books for you so you can save face in front of your CEO, but tonight is Triviocalypse!",Oscar
What?,Andy
"It's only the biggest night of trivia of the year. There's a thousand dollar prize. I'm committed to my friends, they're committed to me.",Oscar
You know what? Go. Have fun.,Andy
There's a trivia contest at a bar in Philadelphia.,Andy
Stop right there. I love it.,Jim
I'm in.,Darryl
I didn't even say what it is.,Andy
It's trivia.,Darryl
In Philadelphia.,Jim
"But here's the best part. The prize is a thousand dollars, and if we win, we can use that money to buy paper here, close the gap on our eight percent profit increase...",Andy
That's a great idea.,Jim
That's a great plan.,Darryl
Yeah? You like it?,Andy
Yeah.,Jim
All right.,Andy
"All right, good stuff.",Jim
"I'm so psyched you guys are into it because I thought- I was like, 'this sounds really stupid.'",Andy
"You just made a good idea, a great idea.",Darryl
There is one problem with this plan.,Andy
What?,Darryl
"We'd have to leave work, like, right now, to do this.",Andy
[on the phone] You can reduce your prices by ten percent or we're going to be finding a new source for our morning bagels. All right. [hangs up],Gabe
"Gabe, I always wondered what it is you did around here. Now I found out. You're the bagel guy.",Dwight
Yeah. But not just bagels. All unwanted problems. Question: What's the most important appliance in your house?,Gabe
Meat grinder.,Dwight
"[makes buzzer sound] Too slow. It's the toilet. And I am the toilet of this office. I flush away annoying problems so others can keep their hands clean. And, just like a toilet, I am essential.",Gabe
"You know, Gabe? You could have gone with garbage disposal, incinerator or eraser, and instead you chose toilet. God bless you. You're an American classic.",Dwight
"Dwight. Today is not my day at all, I'm afraid. I'm not going to be able to meet with you, but I'm leaving you in the very capable hands of our COO.",Robert
But I can give you this pitch in one minute-,Dwight
"No, he's going to meet with you later. No, no, no. I don't want you to rush it, okay? Trust me. Meet with Bill. He's a great person to know. I'll dialogue with him tonight. [leaves]",Robert
CEO to COO. What a difference a letter makes.,Gabe
Still an important position. Still a chief.,Dwight
"You're really going to like Bill. He, uh, he has me toilet a lot of people for him. [Dwight sighs, Gabe's phone rings] Hallway phone, Gabe Lewis speaking.",Gabe
"Gabe, listen to me. Don't bother Bill with this. He has to go put out a fire on the home front. Just wait twenty minutes and then I want you to listen to Dwight's pitch. Make him feel valued. Make him feel heard.",Robert
Your wish is my command.,Gabe
It's a command.,Robert
"I don't believe this. What are you doing here, Andy?",Oscar
